2017-06-17,1,First Class,4743238.5,Novimex Turbo Task Chair,Furniture,Chairs,Ted Butterfield,20,Young,Consumer,East,New York,Troy
2017-06-17,1,First Class,211848,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,Ted Butterfield,20,Young,Consumer,East,New York,Troy
2017-06-17,1,First Class,445500,ImationÂ 8gb Micro Traveldrive Usb 2.0Â Flash Drive,Technology,Accessories,Ted Butterfield,20,Young,Consumer,East,New York,Troy
2017-06-17,1,First Class,705384,Plastic Binding Combs,Office Supplies,Binders,Ted Butterfield,20,Young,Consumer,East,New York,Troy
2017-06-17,1,First Class,24696,Prang Dustless Chalk Sticks,Office Supplies,Art,Ted Butterfield,20,Young,Consumer,East,New York,Troy
2016-11-24,6,Standard Class,207603,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,Kunst Miller,33,Middle-aged,Consumer,West,California,Los Angeles
2016-11-24,6,Standard Class,375739.2,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,Kunst Miller,33,Middle-aged,Consumer,West,California,Los Angeles
2016-11-24,6,Standard Class,2178940.5,Xerox 1943,Office Supplies,Paper,Kunst Miller,33,Middle-aged,Consumer,West,California,Los Angeles
2016-11-24,6,Standard Class,1160508,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,Kunst Miller,33,Middle-aged,Consumer,West,California,Los Angeles
2016-04-30,5,Standard Class,3100823.25,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Paul Stevenson,29,Young,Home Office,Central,Illinois,Chicago
2015-12-05,5,Standard Class,16361452.8,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,Brendan Sweed,33,Middle-aged,Corporate,West,Arizona,Gilbert
2015-12-05,5,Standard Class,2443934.4,netTALK DUO VoIP Telephone Service,Technology,Phones,Brendan Sweed,33,Middle-aged,Corporate,West,Arizona,Gilbert
2017-06-04,2,First Class,1115436,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Karen Daniels,39,Middle-aged,Consumer,South,Virginia,Springfield
2017-09-18,5,Standard Class,67855.2,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,Henry MacAllister,39,Middle-aged,Consumer,East,New York,New York City
2018-09-14,3,Second Class,282892.5,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,Tracy Blumstein,23,Young,Consumer,East,Pennsylvania,Philadelphia
2016-04-26,6,Standard Class,12229459.2,High-Back Leather Manager's Chair,Furniture,Chairs,Joel Eaton,20,Young,Consumer,South,Tennessee,Memphis
2016-04-26,6,Standard Class,1426488,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,Joel Eaton,20,Young,Consumer,South,Tennessee,Memphis
2016-04-26,6,Standard Class,1080842.4,Safco Industrial Wire Shelving System,Office Supplies,Storage,Joel Eaton,20,Young,Consumer,South,Tennessee,Memphis
2018-12-09,2,First Class,3437392.41328403,Economy Binders,Office Supplies,Binders,Ken Brennan,30,Young,Corporate,Central,Texas,Houston
2018-12-09,2,First Class,144163.8,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,Ken Brennan,30,Young,Corporate,Central,Texas,Houston
2018-12-09,2,First Class,400428,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,Ken Brennan,30,Young,Corporate,Central,Texas,Houston
2015-11-26,5,Second Class,283710,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,Joel Eaton,20,Young,Consumer,South,Tennessee,Memphis
2017-06-12,3,First Class,3059952,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,Stewart Carmichael,46,Middle-aged,Corporate,South,Alabama,Decatur
2017-06-12,3,First Class,248589,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,Stewart Carmichael,46,Middle-aged,Corporate,South,Alabama,Decatur
2015-10-12,4,Standard Class,216795,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,Duane Noonan,21,Young,Consumer,West,California,San Francisco
2015-10-12,4,Standard Class,311224.5,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,Duane Noonan,21,Young,Consumer,West,California,San Francisco
2016-09-03,5,Standard Class,2954464.8,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,Julie Creighton,30,Young,Corporate,South,North Carolina,Durham
2018-11-13,3,First Class,3351970.8,Safco Industrial Wire Shelving,Office Supplies,Storage,Christopher Schild,44,Middle-aged,Home Office,Central,Illinois,Chicago
2018-05-28,2,Second Class,4393518,Novimex Swivel Fabric Task Chair,Furniture,Chairs,Patrick O'Donnell,48,Middle-aged,Consumer,Central,Michigan,Westland
2018-10-26,7,Standard Class,293853,LogitechÂ LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,Paul Gonzalez,23,Young,Consumer,Central,Minnesota,Rochester
2018-10-26,7,Standard Class,89628,Avery 511,Office Supplies,Labels,Paul Gonzalez,23,Young,Consumer,Central,Minnesota,Rochester
2017-04-05,5,Second Class,2304254.4,Eldon Portable Mobile Manager,Office Supplies,Storage,Gary Mitchum,41,Middle-aged,Home Office,Central,Texas,Houston
2017-09-17,5,Standard Class,295470,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,Jim Sink,31,Middle-aged,Corporate,West,California,Los Angeles
2017-09-17,5,Standard Class,1070647.2,Panasonic Kx-TS550,Technology,Phones,Jim Sink,31,Middle-aged,Corporate,West,California,Los Angeles
2017-09-17,5,Standard Class,96228,Xerox 1995,Office Supplies,Paper,Jim Sink,31,Middle-aged,Corporate,West,California,Los Angeles
2016-01-31,5,Second Class,190512,Xerox 1999,Office Supplies,Paper,Karl Braun,21,Young,Consumer,Central,Minnesota,Minneapolis
2016-01-31,5,Second Class,784098,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,Karl Braun,21,Young,Consumer,Central,Minnesota,Minneapolis
2016-01-31,5,Second Class,479568,Ibico Standard Transparent Covers,Office Supplies,Binders,Karl Braun,21,Young,Consumer,Central,Minnesota,Minneapolis
2018-11-06,6,Standard Class,82673.1,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,Roger Barcio,39,Middle-aged,Home Office,West,Oregon,Portland
2018-11-09,2,Second Class,1404511.5,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,Parhena Norris,35,Middle-aged,Home Office,East,New York,New York City
2018-06-17,3,First Class,746589.6,Trimflex Flexible Post Binders,Office Supplies,Binders,Katherine Ducich,35,Middle-aged,Consumer,West,California,San Francisco
2017-09-06,5,Standard Class,1133154,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,Elpida Rittenbach,20,Young,Corporate,Central,Minnesota,Saint Paul
2017-08-29,4,Standard Class,949972.8,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,Rick Bensley,32,Middle-aged,Home Office,Central,Illinois,Chicago
2017-08-29,4,Standard Class,1410847.2,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,Rick Bensley,32,Middle-aged,Home Office,Central,Illinois,Chicago
2017-08-29,4,Standard Class,26283.6,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,Rick Bensley,32,Middle-aged,Home Office,Central,Illinois,Chicago
2017-12-01,3,Second Class,355212,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,Gary Zandusky,38,Middle-aged,Consumer,Central,Minnesota,Rochester
2016-11-13,4,Standard Class,3475936.8,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,Lena Cacioppo,45,Middle-aged,Consumer,West,Colorado,Aurora
2016-11-13,4,Standard Class,1489338,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,Lena Cacioppo,45,Middle-aged,Consumer,West,Colorado,Aurora
2016-11-13,4,Standard Class,547697.7,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,Lena Cacioppo,45,Middle-aged,Consumer,West,Colorado,Aurora
2018-11-23,5,Standard Class,1078329.6,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,Janet Martin,36,Middle-aged,Consumer,South,North Carolina,Charlotte
2018-11-23,5,Standard Class,411482.4,Speck Products Candyshell Flip Case,Technology,Phones,Janet Martin,36,Middle-aged,Consumer,South,North Carolina,Charlotte
2018-11-23,5,Standard Class,48073.2,Newell Chalk Holder,Office Supplies,Art,Janet Martin,36,Middle-aged,Consumer,South,North Carolina,Charlotte
2016-10-15,5,Standard Class,5048406,LogitechÂ Gaming G510s - Keyboard,Technology,Accessories,Pete Armstrong,42,Middle-aged,Home Office,Central,Illinois,Orland Park
2018-12-25,5,Standard Class,616812,Magnifier Swing Arm Lamp,Furniture,Furnishings,Cynthia Voltz,21,Young,Corporate,East,New York,New York City
2017-11-03,7,Standard Class,1105218,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,Clay Ludtke,48,Middle-aged,Consumer,Central,Iowa,Urbandale
2017-11-03,7,Standard Class,404514,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,Clay Ludtke,48,Middle-aged,Consumer,Central,Iowa,Urbandale
2015-08-25,2,Second Class,583396.8,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,Ryan Crowe,42,Middle-aged,Consumer,East,Ohio,Columbus
2015-08-25,2,Second Class,69384,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,Ryan Crowe,42,Middle-aged,Consumer,East,Ohio,Columbus
2015-08-25,2,Second Class,352447.2,Xerox 1921,Office Supplies,Paper,Ryan Crowe,42,Middle-aged,Consumer,East,Ohio,Columbus
2015-08-25,2,Second Class,1937390.4,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,Ryan Crowe,42,Middle-aged,Consumer,East,Ohio,Columbus
2016-03-02,4,Standard Class,11694820.5,Hon Racetrack Conference Tables,Furniture,Tables,Dave Kipp,39,Middle-aged,Consumer,West,Washington,Seattle
2016-04-05,5,Standard Class,2343240.9,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,Greg Guthrie,35,Middle-aged,Corporate,South,Tennessee,Bristol
2017-06-12,3,First Class,698544,Artistic Insta-Plaque,Furniture,Furnishings,Steven Cartwright,36,Middle-aged,Consumer,East,Delaware,Wilmington
2017-06-12,3,First Class,453348,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders,Steven Cartwright,36,Middle-aged,Consumer,East,Delaware,Wilmington
2017-06-12,3,First Class,3296448,"Companion Letter/Legal File, Black",Office Supplies,Storage,Steven Cartwright,36,Middle-aged,Consumer,East,Delaware,Wilmington
2017-06-12,3,First Class,1673541,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,Steven Cartwright,36,Middle-aged,Consumer,East,Delaware,Wilmington
2017-06-12,3,First Class,1010394,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,Steven Cartwright,36,Middle-aged,Consumer,East,Delaware,Wilmington
2015-12-26,2,Second Class,8738118.9,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Alan Dominguez,34,Middle-aged,Home Office,Central,Texas,Houston
2015-09-20,5,Standard Class,9172845,Bevis 44 x 96 Conference Tables,Furniture,Tables,Philip Fox,45,Middle-aged,Consumer,Central,Illinois,Bloomington
2018-11-05,7,Standard Class,34745.4,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,Troy Staebel,39,Middle-aged,Consumer,West,Arizona,Phoenix
2018-11-05,7,Standard Class,3586682.4,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,Troy Staebel,39,Middle-aged,Consumer,West,Arizona,Phoenix
2017-11-06,4,Second Class,1196932.8,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Lindsay Shagiari,45,Middle-aged,Home Office,West,California,Los Angeles
2017-11-06,4,Second Class,3506832,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Lindsay Shagiari,45,Middle-aged,Home Office,West,California,Los Angeles
2018-02-02,3,First Class,872563.5,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,Dorothy Wardle,39,Middle-aged,Corporate,East,Ohio,Columbus
2018-02-02,3,First Class,1139323.2,Xerox 1916,Office Supplies,Paper,Dorothy Wardle,39,Middle-aged,Corporate,East,Ohio,Columbus
2018-02-02,3,First Class,312184.8,Staples,Office Supplies,Fasteners,Dorothy Wardle,39,Middle-aged,Corporate,East,Ohio,Columbus
2017-10-13,6,Standard Class,297594,Xerox 195,Office Supplies,Paper,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-10-13,6,Standard Class,515652,Xerox 1880,Office Supplies,Paper,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-10-13,6,Standard Class,169344,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-10-13,6,Standard Class,59094,Ideal Clamps,Office Supplies,Fasteners,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-10-13,6,Standard Class,1119787.2,GBC Wire Binding Strips,Office Supplies,Binders,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-10-13,6,Standard Class,958554,Fiskars Softgrip Scissors,Office Supplies,Supplies,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-10-13,6,Standard Class,627396,Longer-Life Soft White Bulbs,Furniture,Furnishings,Lena Creighton,35,Middle-aged,Consumer,West,California,Roseville
2017-09-05,2,Second Class,1217160,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Jonathan Doherty,48,Middle-aged,Corporate,East,Pennsylvania,Philadelphia
2018-09-18,5,Standard Class,128331,Newell 343,Office Supplies,Art,Sally Hughsby,28,Young,Corporate,West,California,San Francisco
2018-09-18,5,Standard Class,159642,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,Sally Hughsby,28,Young,Corporate,West,California,San Francisco
2018-09-18,5,Standard Class,2112390,Xerox 1911,Office Supplies,Paper,Sally Hughsby,28,Young,Corporate,West,California,San Francisco
2018-12-22,5,Standard Class,12339621,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,Sandra Glassco,26,Young,Consumer,Central,Missouri,Independence
2016-09-07,5,Standard Class,9776581.5,Safco Industrial Wire Shelving,Office Supplies,Storage,Helen Andreada,46,Middle-aged,Consumer,West,California,Pasadena
2015-10-22,6,Standard Class,1380153.6,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,Maureen Gastineau,20,Young,Home Office,East,Ohio,Newark
2017-12-05,4,Standard Class,5651415,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,Technology,Phones,Justin Ellison,38,Middle-aged,Corporate,Central,Wisconsin,Franklin
2017-12-05,4,Standard Class,2182063.5,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,Justin Ellison,38,Middle-aged,Corporate,Central,Wisconsin,Franklin
2017-12-05,4,Standard Class,28692048,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,Justin Ellison,38,Middle-aged,Corporate,Central,Wisconsin,Franklin
2017-12-05,4,Standard Class,2521785,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,Justin Ellison,38,Middle-aged,Corporate,Central,Wisconsin,Franklin
2017-03-13,3,First Class,2321424,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,Tamara Willingham,25,Young,Home Office,West,Arizona,Scottsdale
2017-03-13,3,First Class,2956327.2,Jabra BIZ 2300 Duo QD Duo CordedÂ Headset,Technology,Phones,Tamara Willingham,25,Young,Home Office,West,Arizona,Scottsdale
2016-05-31,2,First Class,866943,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,Stephanie Phelps,22,Young,Corporate,West,California,San Jose
2016-05-31,2,First Class,1535316,Xerox 1883,Office Supplies,Paper,Stephanie Phelps,22,Young,Corporate,West,California,San Jose
2016-05-31,2,First Class,1176804,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,Stephanie Phelps,22,Young,Corporate,West,California,San Jose
2016-05-28,6,Standard Class,98455.5,Newell 311,Office Supplies,Art,Neil Knudson,41,Middle-aged,Home Office,West,Washington,Seattle
2015-03-01,5,Second Class,6657614.4,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Dave Brooks,33,Middle-aged,Consumer,West,Washington,Seattle
2017-11-20,4,Standard Class,217107,Avery 519,Office Supplies,Labels,Nora Paige,38,Middle-aged,Consumer,Central,Oklahoma,Edmond
2017-11-20,4,Standard Class,13748731.5,Avaya 5420 Digital phone,Technology,Phones,Nora Paige,38,Middle-aged,Consumer,Central,Oklahoma,Edmond
2017-05-11,1,First Class,88803,Xerox 1920,Office Supplies,Paper,Ted Trevino,48,Middle-aged,Consumer,West,California,Los Angeles
2016-12-28,3,Second Class,791287.2,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,Eric Murdock,43,Middle-aged,Consumer,East,Pennsylvania,Philadelphia
2017-11-16,4,Standard Class,421740,Staple envelope,Office Supplies,Envelopes,Ruben Dartt,33,Middle-aged,Consumer,West,New Mexico,Carlsbad
2017-11-07,4,Standard Class,406896,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,Max Jones,35,Middle-aged,Consumer,West,Washington,Seattle
